Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Sphingolipid signaling pathway	44/119	8.289456e-01	9.999969e-01	0	0	8.495505e-01	1.593763e-01	SGMS1;PTEN;PIK3CB;PRKCZ;GNAI1;GNAI2;GNA13;MAPK8;NRAS;SPTLC1;PPP2R3C;ADORA3;AKT2;SMPD1;AKT3;GNA12;ADORA1;BDKRB2;AKT1;RAC3;S1PR3;RAC1;HRAS;MAP3K5;MAPK3;PRKCG;CERS5;MAP2K2;SPHK2;NOS3;PRKCE;SPHK1;GAB2;MAPK14;NFKB1;MAPK12;MAPK13;PLCB4;PIK3CA;PPP2R2C;PPP2R2D;DEGS2;RAF1;PLCB1
KEGG_2021_Human	Notch signaling pathway	21/59	8.290833e-01	9.999969e-01	0	0	8.005151e-01	1.500442e-01	NOTCH2;RBPJL;JAG2;TLE3;TLE2;HDAC2;CREBBP;TLE1;JAG1;DTX3L;PSEN1;RBPJ;TLE6;LFNG;NCOR2;APH1A;HEY1;HEY2;NUMB;DVL2;MAML3
KEGG_2021_Human	Glycolysis / Gluconeogenesis	24/67	8.311070e-01	9.999969e-01	0	0	8.084488e-01	1.495604e-01	ACSS2;ADPGK;AKR1A1;ENO1;HK2;ADH5;HK1;ALDH3A2;ALDH3B2;LDHA;PKM;ALDH3B1;PGK1;PGM2;ALDOC;DLAT;ALDOB;ALDOA;ACSS1;DLD;GAPDH;PFKM;PFKP;PCK2
KEGG_2021_Human	Leukocyte transendothelial migration	42/114	8.321682e-01	9.999969e-01	0	0	8.447310e-01	1.551945e-01	ITGB1;NCF4;ITGB2;CXCR4;CD99L2;PIK3CB;ACTB;ARHGAP35;MYL12A;GNAI1;GNAI2;RASSF5;PLCG2;CTNNA1;MYL10;PTK2B;CTNNA3;PLCG1;RAC1;PRKCG;VAV3;ACTN1;PTPN11;MAPK14;MMP9;PTK2;VAV1;MAPK12;VAV2;MAPK13;MYL5;CLDN4;OCLN;CLDN3;PIK3CA;MYL2;CTNNB1;ESAM;CLDN16;BCAR1;SIPA1;RAPGEF4
KEGG_2021_Human	Proteasome	16/46	8.375857e-01	9.999969e-01	0	0	7.726101e-01	1.369310e-01	PSMD12;POMP;PSMB8;PSMB9;PSMA5;SEM1;PSMB7;PSMA6;PSMD6;PSMA3;PSMD4;PSMA1;PSMC3;PSMC4;PSMD3;PSMC2
KEGG_2021_Human	Biosynthesis of unsaturated fatty acids	9/27	8.384276e-01	9.999969e-01	0	0	7.244360e-01	1.276653e-01	ACOT7;ELOVL5;SCD;ELOVL2;TECR;ACOT2;ELOVL7;HACD2;FADS1
KEGG_2021_Human	C-type lectin receptor signaling pathway	38/104	8.393094e-01	9.999969e-01	0	0	8.337752e-01	1.460573e-01	CALML5;SRC;ITPR1;ITPR2;ITPR3;PIK3CB;MAPK8;NRAS;CASP8;AKT2;AKT3;PLCG2;AKT1;IL12A;HRAS;CCL17;MAPK3;PLK3;KSR1;STAT1;CARD9;NFATC2;RRAS2;PTPN11;MAPK14;NFKB1;MAPK12;NFATC4;NFKB2;MAPK13;NFKBIA;PIK3CA;IRF1;BCL3;CALM3;RAF1;CALM1;CALM2
KEGG_2021_Human	Sulfur metabolism	3/10	8.457115e-01	9.999969e-01	0	0	6.210663e-01	1.040764e-01	SELENBP1;SQOR;BPNT2
KEGG_2021_Human	Cocaine addiction	17/49	8.461864e-01	9.999969e-01	0	0	7.695562e-01	1.285279e-01	GPSM1;MAOA;SLC6A3;GNAI1;NFKB1;ADCY5;GNAI2;GRIN1;GRIN2A;CREB1;CREB3L3;TH;DLG4;GNAS;PRKACA;RGS9;ATF4
KEGG_2021_Human	Sphingolipid metabolism	17/49	8.461864e-01	9.999969e-01	0	0	7.695562e-01	1.285279e-01	CERS5;CERK;SGMS1;SPHK2;SPHK1;SMPD3;GALC;UGCG;SMPD4;SPTLC1;GLB1;SMPD1;NEU1;PSAP;DEGS2;PLPP2;ENPP7
KEGG_2021_Human	GABAergic synapse	32/89	8.521313e-01	9.999969e-01	0	0	8.130100e-01	1.300935e-01	SRC;ADCY4;CACNA1B;ADCY3;CACNA1A;ADCY2;CACNA1D;CACNA1C;GPHN;ADCY6;GNAI1;GLS;ADCY5;GNAI2;TRAK2;GNGT2;CACNA1S;PRKACA;GABRE;GLUL;SLC38A2;PRKCG;GABRQ;GABARAPL2;SLC38A1;GABBR1;SLC12A5;SLC6A11;GNG12;GNAO1;ADCY9;GNB2
KEGG_2021_Human	Vasopressin-regulated water reabsorption	15/44	8.565387e-01	9.999969e-01	0	0	7.492702e-01	1.160288e-01	DCTN1;DCTN4;ARHGDIG;ADCY3;AQP2;DYNLL1;AQP3;DYNLL2;ADCY6;DYNC1LI1;ADCY9;CREB1;CREB3L3;GNAS;PRKACA
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	36/100	8.615778e-01	9.999969e-01	0	0	8.145144e-01	1.213544e-01	CDKN1B;PIK3CB;PRKCZ;FOXO1;MAPK8;NRAS;AKT2;AKT3;PIM1;PLCG2;AKT1;PLCE1;PLCG1;RAC1;HRAS;MAPK3;SMAD2;EDN1;SMAD3;NOS3;STAT1;PRKCE;STAT3;VEGFB;MAPK14;NFKB1;TGFBR1;MAPK12;MAPK13;COL1A1;DIAPH1;PLCB4;PIK3CA;CDK4;PLCB1;PLCD3
KEGG_2021_Human	Other types of O-glycan biosynthesis	16/47	8.638992e-01	9.999969e-01	0	0	7.476239e-01	1.093768e-01	POMT2;GALNT6;ST6GAL1;GALNT4;GALNT17;POMT1;GXYLT1;PLOD3;GALNT10;LFNG;C1GALT1C1;GALNTL6;XXYLT1;C1GALT1C1L;OGT;GALNT9
KEGG_2021_Human	Pyruvate metabolism	16/47	8.638992e-01	9.999969e-01	0	0	7.476239e-01	1.093768e-01	ACSS2;AKR1A1;ACYP2;ACYP1;ADH5;ALDH3A2;GRHPR;LDHA;PC;PKM;ME3;DLAT;HAGH;ACSS1;DLD;PCK2
KEGG_2021_Human	Breast cancer	54/147	8.639217e-01	9.999969e-01	0	0	8.405789e-01	1.229541e-01	WNT2B;PTEN;FZD10;PIK3CB;FGF3;IGF1R;FGF7;FRAT1;FRAT2;FGF9;HEY1;AKT2;MYC;AKT3;HEY2;AKT1;HRAS;APC2;NCOA1;MAP2K2;NCOA3;AXIN1;FOS;DDB2;PIK3CA;KIT;RAF1;SOS1;NOTCH2;SHC3;LRP5;LRP6;NRAS;DVL2;MAPK3;JAG2;TCF7L1;FZD2;JAG1;CSNK1A1;FZD7;FZD6;BRAF;ESR1;ESR2;GADD45G;NFKB2;RPS6KB1;CDK4;SP1;FGF19;FGF18;CTNNB1;GRB2
KEGG_2021_Human	Oocyte meiosis	47/129	8.663341e-01	9.999969e-01	0	0	8.298196e-01	1.190664e-01	CAMK2B;CALML5;YWHAB;ITPR1;ADCY4;ITPR2;ADCY3;ITPR3;ADCY2;SMC3;FBXO43;PKMYT1;ANAPC10;ADCY6;IGF1R;ADCY5;RPS6KA3;RPS6KA6;CCNB1;PTTG1;YWHAQ;CDC26;BTRC;PRKACA;BUB1;CAMK2G;YWHAG;SKP1;MAPK3;ANAPC7;PLK1;MAPK14;YWHAZ;MAPK12;MAPK13;ADCY9;CCNE1;CDC16;ANAPC4;ANAPC5;CALM3;CALM1;CPEB3;CALM2;MAD1L1;CPEB4;MAD2L1
KEGG_2021_Human	Various types of N-glycan biosynthesis	13/39	8.684334e-01	9.999969e-01	0	0	7.243008e-01	1.021730e-01	RPN2;RPN1;ALG2;ALG3;DDOST;FUT8;MAN1A2;MAN2A1;MAN1C1;MGAT1;MGAT2;MAN1B1;B4GALNT3
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	27/77	8.747623e-01	9.999969e-01	0	0	7.819980e-01	1.046338e-01	ITGB1;ITGB5;ITGB4;CACNA1D;CACNA1C;ACTB;SLC8A2;SGCA;SGCB;LMNA;DAG1;CTNNA1;CTNNA3;ITGB6;CACNA1S;EMD;CACNG4;CACNG5;DSP;TCF7L1;JUP;ITGA3;CACNB3;CACNB4;PKP2;CTNNB1;ITGA9
KEGG_2021_Human	Circadian rhythm	10/31	8.767755e-01	9.999969e-01	0	0	6.898485e-01	9.071806e-02	PER2;PRKAB2;CREB1;BHLHE40;CRY2;PRKAG2;BTRC;CLOCK;PRKAG3;SKP1
KEGG_2021_Human	RNA polymerase	10/31	8.767755e-01	9.999969e-01	0	0	6.898485e-01	9.071806e-02	POLR3B;POLR2B;POLR1A;POLR3C;POLR1B;POLR3E;POLR1D;POLR3F;POLR1F;POLR2H
KEGG_2021_Human	Melanoma	25/72	8.808022e-01	9.999969e-01	0	0	7.702964e-01	9.776771e-02	PTEN;PDGFA;PIK3CB;FGF3;IGF1R;FGF7;NRAS;FGF9;CDH1;AKT2;AKT3;AKT1;HRAS;MAPK3;MAP2K2;MITF;BRAF;DDB2;GADD45G;PIK3CA;CDK4;FGF19;FGF18;RAF1;MET
KEGG_2021_Human	Glycosphingolipid biosynthesis	15/45	8.810022e-01	9.999969e-01	0	0	7.242331e-01	9.175680e-02	B3GALNT1;SLC33A1;NAGA;B3GALT5;FUT1;ABO;GLB1;B3GNT5;B3GNT2;B4GALNT1;A4GALT;ST3GAL1;ST6GALNAC4;B4GALT4;ST6GALNAC5
KEGG_2021_Human	Dilated cardiomyopathy	34/96	8.825538e-01	9.999969e-01	0	0	7.940181e-01	9.920109e-02	ITGB1;ITGB5;ITGB4;ADCY4;ADCY3;ADCY2;CACNA1D;CACNA1C;ACTB;ADCY6;SLC8A2;ADCY5;SGCA;SGCB;LMNA;DAG1;ITGB6;CACNA1S;PRKACA;EMD;CACNG4;CACNG5;MYBPC3;TPM4;ITGA3;TPM3;TPM1;CACNB3;ADCY9;CACNB4;MYL2;TNNT2;GNAS;ITGA9
KEGG_2021_Human	Pyrimidine metabolism	19/56	8.833500e-01	9.999969e-01	0	0	7.437310e-01	9.224779e-02	DTYMK;DUT;CANT1;ENTPD5;ENTPD6;NME2;CTPS2;ENTPD8;CTPS1;NME4;NT5C2;DCK;NME1;UCKL1;NT5C3A;PNP;RRM2B;TK2;UPP1
KEGG_2021_Human	Toxoplasmosis	40/112	8.855024e-01	9.999969e-01	0	0	8.043077e-01	9.780388e-02	ITGB1;LAMA5;CIITA;LAMA4;XIAP;LAMC2;GNAI1;GNAI2;CASP9;MAPK8;SOCS1;CASP8;IRAK1;AKT2;AKT3;AKT1;IL12A;HLA-DOA;LDLR;MAPK3;MAP2K3;HSPA8;HSPA1L;LAMB3;LAMB2;STAT1;IL10RA;HSPA6;LAMB4;STAT3;MAPK14;NFKB1;MAPK12;MAPK13;GNAO1;NFKBIA;PPIF;CYCS;TAB1;BCL2L1
KEGG_2021_Human	Vascular smooth muscle contraction	48/133	8.860835e-01	9.999969e-01	0	0	8.174565e-01	9.886652e-02	CALML5;ITPR1;ADCY4;ITPR2;ADCY3;CACNA1D;ITPR3;MYL6B;ADCY2;CACNA1C;PLA2G6;ADCY6;MYLK;ADCY5;GNA13;NPPC;CALD1;GNA12;MYH14;MYH11;CACNA1S;PRKACA;MYH10;MAPK3;PRKCG;EDN1;MAP2K2;PRKCH;EDN2;PPP1R12A;EDN3;PLA2G4D;PLA2G2C;PRKCE;BRAF;MYL6;ADCY9;PLCB4;ADORA2B;GNAS;MYH9;PRKCQ;CALM3;ARHGEF1;RAF1;CALM1;PLCB1;CALM2
KEGG_2021_Human	Endocytosis	94/252	8.871839e-01	9.999969e-01	0	0	8.607454e-01	1.030338e-01	WASHC4;SH3GL3;WASHC5;TFRC;WIPF1;SH3KBP1;WIPF2;ARPC1B;CLTC;CLTB;SNX12;WASHC2C;ARRB1;WASL;ARRB2;RAB22A;IGF1R;WASHC2A;EEA1;CHMP1B;LDLRAP1;HRAS;RAB8A;AP2M1;SH3GL1;WASHC3;SH3GLB2;PRKCI;VPS37C;HLA-C;EPS15L1;HLA-F;RBSN;TGFBR1;ARFGAP2;DNM2;RUFY1;DNM3;EPN3;ACAP3;ACAP2;RAB31;RABEP1;BIN1;RUFY2;CHMP4A;VPS28;ARF5;ARF6;SRC;ASAP3;AGAP1;CXCR4;ASAP1;PRKCZ;GRK1;CYTH3;SNX4;CYTH2;ACTR3C;SNX1;PARD6B;GRK2;GRK5;GRK4;CLTCL1;GRK6;MVB12B;RAB11FIP3;LDLR;RAB11FIP4;RAB11FIP5;SMAD2;HSPA8;SMAD3;HSPA1L;CAV3;IQSEC1;SMURF1;CAV1;VTA1;HSPA6;WWP1;ARPC5;PML;EHD1;SPART;ITCH;EHD4;ARPC2;NEDD4;CAPZA2;CHMP2B;FGFR2
KEGG_2021_Human	Phenylalanine metabolism	5/17	8.877438e-01	9.999969e-01	0	0	6.037071e-01	7.188465e-02	ALDH3B2;MAOA;ALDH3B1;PAH;MIF
KEGG_2021_Human	cGMP-PKG signaling pathway	61/167	8.880908e-01	9.999969e-01	0	0	8.328859e-01	9.884801e-02	CALML5;IRS1;PDE3B;MYLK;SLC8A2;NPPC;RGS2;CREB3L3;ADORA3;AKT2;AKT3;ADORA1;BDKRB2;AKT1;GTF2I;MEF2A;MAP2K2;PPP1R12A;TRPC6;PRKCE;ATP1B1;ADRA2C;ADCY9;CREB1;PLCB4;PPIF;VDAC2;RAF1;PLCB1;ATF4;ITPR1;ADCY4;ITPR2;ADCY3;CACNA1D;GATA4;ITPR3;ADCY2;CACNA1C;ATP1A1;ADCY6;GNAI1;ADCY5;GNAI2;GNA13;GNA12;CACNA1S;MEF2D;MAPK3;NOS3;INSR;PDE2A;ATP2B4;NFATC2;ATP2B2;ATP2B1;NFATC4;CALM3;GTF2IRD1;CALM1;CALM2
KEGG_2021_Human	Gastric cancer	54/149	8.904903e-01	9.999969e-01	0	0	8.227423e-01	9.542417e-02	CDKN1B;WNT2B;FZD10;PIK3CB;FGF3;FGF7;FRAT1;SHH;FRAT2;FGF9;CDH1;AKT2;MYC;AKT3;AKT1;HRAS;APC2;MAP2K2;AXIN1;GAB1;TGFBR1;DDB2;PIK3CA;CCNE1;RAF1;SOS1;CDH17;MET;SHC3;LRP5;LRP6;NRAS;RXRA;DVL2;CTNNA1;CTNNA3;MAPK3;SMAD2;TCF7L1;FZD2;SMAD3;JUP;CDX2;CSNK1A1;FZD7;FZD6;BRAF;GADD45G;RPS6KB1;FGF19;FGF18;CTNNB1;GRB2;FGFR2
KEGG_2021_Human	Mismatch repair	7/23	8.917580e-01	9.999969e-01	0	0	6.338334e-01	7.261223e-02	POLD3;RFC3;PCNA;RFC4;LIG1;RFC2;RPA2
KEGG_2021_Human	Thermogenesis	86/232	8.925792e-01	9.999969e-01	0	0	8.522467e-01	9.684936e-02	KDM1A;NDUFA12;COX4I1;PRKAG2;NDUFC2-KCTD14;ACTB;PRKAG3;RPTOR;RPS6KA3;RPS6KA6;CREB3L3;CPT2;DPF1;MLST8;DPF3;PRKACA;HRAS;COA7;MAP3K5;COX8A;MAP2K3;CPT1A;PRKAB2;ACTL6A;ACSL4;FRS2;SIRT6;TSC1;NDUFC1;CPT1C;ARID1A;COX7A2L;ADCY9;CREB1;NDUFS7;NDUFS6;AKT1S1;NDUFS4;UQCRC1;NDUFS3;PPARG;NDUFS1;SOS1;COX19;NDUFB9;KDM3A;SMARCD2;KDM3B;NDUFB7;NDUFB6;NDUFB4;COX17;NDUFB3;ADCY4;ATP5MC2;ADCY3;ADCY2;COX7A2;COX5A;ADCY6;ADCY5;ATP5F1A;NRAS;ATP5F1B;COX11;CYC1;NDUFV3;SLC25A20;NDUFV1;COX10;COA3;NDUFA8;COA1;ATP5F1C;COX6C;MAPK14;ATP5F1E;MAPK12;SMARCA4;MAPK13;NDUFAF6;RPS6KB1;RHEB;NDUFAF4;GNAS;GRB2
KEGG_2021_Human	Small cell lung cancer	32/92	9.020578e-01	9.999969e-01	0	0	7.721628e-01	7.959197e-02	ITGB1;LAMA5;CDKN1B;LAMA4;PTEN;XIAP;LAMC2;PIK3CB;FHIT;CASP9;RXRA;AKT2;MYC;AKT3;AKT1;LAMB3;ITGA3;LAMB2;LAMB4;NFKB1;PTK2;DDB2;GADD45G;NFKBIA;PIK3CA;TRAF4;CCNE1;TRAF3;CDK4;CKS2;CYCS;BCL2L1
KEGG_2021_Human	Spliceosome	54/150	9.021852e-01	9.999969e-01	0	0	8.141028e-01	8.380005e-02	TCERG1;RNU1-2;RBM25;DDX42;EFTUD2;SART1;SNRNP70;MAGOH;BCAS2;CTNNBL1;BUD31;PRPF40B;PRPF40A;THOC2;CRNKL1;PRPF18;PRPF3;SRSF3;SNRPE;SNRPA1;SRSF5;SNRPC;SRSF7;SNRPA;SRSF9;SF3B4;SF3B2;SF3B3;DHX8;DDX23;SRSF1;PRPF8;TRA2B;SNRPB2;HNRNPA1;SRSF10;SF3A3;HSPA8;PRPF38B;SF3A1;CCDC12;HSPA1L;FUS;ALYREF;HSPA6;LSM5;MAGOHB;LSM4;LSM3;U2SURP;CHERP;LSM2;HNRNPK;LSM6
KEGG_2021_Human	Cell cycle	44/124	9.049224e-01	9.999969e-01	0	0	7.961150e-01	7.953675e-02	HDAC2;CDKN1B;PCNA;MCM7;CCNH;YWHAB;TTK;SMC3;PKMYT1;ANAPC10;CDC14B;ORC4;CCND3;CCNB1;PTTG1;YWHAQ;CDC26;MYC;ORC3;ABL1;BUB1;YWHAG;SKP1;SMAD2;CREBBP;SMAD3;ANAPC7;PLK1;YWHAZ;GADD45G;CCNA2;STAG2;TFDP1;TFDP2;CCNE1;CDK4;CDC16;MCM3;ANAPC4;MCM4;ANAPC5;MAD1L1;ATR;MAD2L1
KEGG_2021_Human	Dopaminergic synapse	47/132	9.061498e-01	9.999969e-01	0	0	8.003275e-01	7.887279e-02	CAMK2B;CALML5;MAOA;CACNA1B;ITPR1;CACNA1A;ITPR2;CACNA1D;ITPR3;ARRB1;CACNA1C;ARRB2;SLC6A3;GNAI1;ADCY5;GNAI2;GRIN2A;MAPK8;GNGT2;CREB3L3;PPP2R3C;AKT2;AKT3;AKT1;PRKACA;CAMK2G;KCNJ3;PRKCG;FOS;GNG12;MAPK14;MAPK12;MAPK13;GNAO1;CREB1;PLCB4;TH;PPP2R2C;GNB2;PPP2R2D;GNAS;CALM3;CALM1;PLCB1;CLOCK;CALM2;ATF4
KEGG_2021_Human	Tight junction	61/169	9.097687e-01	9.999969e-01	0	0	8.173227e-01	7.729006e-02	ITGB1;ARPC1B;PRKAG2;MYL6B;ACTB;PRKAG3;EPB41L4B;TUBA1C;STK11;TUBA1B;RAC1;PRKACA;RAB8A;MAP3K5;MAGI1;PRKAB2;PRKCI;ACTN1;PRKCE;ARHGEF18;RUNX1;RAP2C;CLDN4;MYL6;CLDN3;CTTN;MYL2;MYH9;CLDN16;LLGL2;IGSF5;PCNA;SRC;WAS;CACNA1D;GATA4;PRKCZ;MYL12A;ACTR3C;MAPK8;PARD6B;MICALL2;MYH14;SYMPK;MYH11;MYH10;ARPC5;CGN;TJAP1;OCLN;DLG2;ARPC2;DLG3;PPP2R2C;CDK4;NEDD4;PPP2R2D;AMOTL2;AMOTL1;TJP3;PALS1
KEGG_2021_Human	Ferroptosis	13/41	9.128934e-01	9.999969e-01	0	0	6.724511e-01	6.128462e-02	STEAP3;TFRC;NCOA4;MAP1LC3B2;SLC3A2;ACSL4;MAP1LC3B;GCLC;TF;PCBP2;VDAC2;SLC39A8;ATG7
KEGG_2021_Human	Fatty acid biosynthesis	5/18	9.171834e-01	9.999969e-01	0	0	5.572210e-01	4.817054e-02	MECR;ACSL4;ACSF3;MCAT;CBR4
KEGG_2021_Human	T cell receptor signaling pathway	36/104	9.190492e-01	9.999969e-01	0	0	7.663413e-01	6.469115e-02	PIK3CB;CD3E;RASGRP1;MAPK8;NRAS;AKT2;GRAP2;AKT3;AKT1;PAK6;MAP3K8;PLCG1;HRAS;PAK2;MAPK3;PAK4;VAV3;MAP2K2;NFATC2;FOS;MAPK14;NFKB1;VAV1;MAPK12;VAV2;MAPK13;NFKBIA;TEC;PIK3CA;CD8A;CDK4;PRKCQ;GRB2;CD247;RAF1;SOS1
KEGG_2021_Human	Adipocytokine signaling pathway	23/69	9.192251e-01	9.999969e-01	0	0	7.239622e-01	6.097519e-02	CPT1A;PRKAB2;IRS1;STAT3;SLC2A1;PRKAG2;ACSL4;PTPN11;CPT1C;ADIPOR1;ADIPOR2;PRKAG3;NFKB1;NFKBIA;STK11;MAPK8;RXRA;AKT2;AKT3;AKT1;PRKCQ;CD36;PCK2
KEGG_2021_Human	Amphetamine addiction	23/69	9.192251e-01	9.999969e-01	0	0	7.239622e-01	6.097519e-02	PRKCG;CAMK2B;HDAC2;CALML5;MAOA;CACNA1D;FOS;CACNA1C;SIRT1;SLC6A3;ADCY5;GRIN1;GRIN2A;CREB1;CREB3L3;TH;GNAS;CALM3;PRKACA;CALM1;CAMK2G;CALM2;ATF4
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	9/30	9.204909e-01	9.999969e-01	0	0	6.207875e-01	5.143111e-02	CS;GRHPR;MCEE;ACSS2;SHMT1;ACSS1;AGXT;GLUL;DLD
KEGG_2021_Human	Thyroid hormone synthesis	25/75	9.264653e-01	9.999969e-01	0	0	7.238943e-01	5.529007e-02	ADCY4;ITPR1;ADCY3;ITPR2;ADCY2;ITPR3;TTF2;ATP1A1;ADCY6;ADCY5;HSP90B1;TPO;CREB3L3;PRKACA;PRKCG;GPX5;GSR;ATP1B1;PDIA4;ADCY9;CREB1;PLCB4;GNAS;PLCB1;ATF4
KEGG_2021_Human	Purine metabolism	45/129	9.298628e-01	9.999969e-01	0	0	7.752683e-01	5.637615e-02	CANT1;GUCY2D;PDE1A;PDE3B;GMPS;ADK;ADCY4;ADCY3;ADCY2;AK5;NT5C2;FHIT;PFAS;HDDC3;ADCY6;ADCY5;DGUOK;PNP;ATIC;GUK1;PPAT;PDE4A;PGM2;ENPP4;PDE6A;PDE8A;ENTPD5;PDE4D;ENTPD6;PDE2A;NME2;ENTPD8;AMPD2;NME4;DCK;NME1;NT5C3A;NUDT9;ADCY9;PKM;RRM2B;IMPDH1;ADSS2;PDE7A;PDE9A
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	30/89	9.314806e-01	9.999969e-01	0	0	7.360537e-01	5.224505e-02	PTEN;PIK3CB;CD3E;HIF1A;RASGRP1;NRAS;AKT2;AKT3;AKT1;PLCG1;HRAS;MAPK3;MAP2K3;MAP2K2;STAT1;STAT3;NFATC2;PTPN11;FOS;MAPK14;MAPK12;NFKB1;BATF;MAPK13;NFKBIA;PIK3CA;RPS6KB1;PRKCQ;CD247;RAF1
KEGG_2021_Human	B cell receptor signaling pathway	27/81	9.329921e-01	9.999969e-01	0	0	7.238265e-01	5.020357e-02	INPPL1;PIK3CB;NRAS;AKT2;INPP5D;AKT3;BLNK;PLCG2;AKT1;RAC3;RAC1;HRAS;MAPK3;VAV3;LYN;MAP2K2;NFATC2;FOS;VAV1;NFKB1;VAV2;NFKBIA;PIK3CA;GRB2;RAF1;SOS1;CD22
KEGG_2021_Human	Retrograde endocannabinoid signaling	52/148	9.338386e-01	9.999969e-01	0	0	7.837575e-01	5.364953e-02	FAAH;DAGLA;NDUFA12;NDUFC2-KCTD14;GNGT2;PRKACA;PRKCG;NDUFC1;ADCY9;PLCB4;NDUFS7;NDUFS6;NDUFS4;NDUFS3;NDUFS1;PLCB1;NDUFB9;NDUFB7;NDUFB6;NDUFB4;NDUFB3;CACNA1B;ITPR1;ADCY4;CACNA1A;ITPR2;ADCY3;CACNA1D;ITPR3;ADCY2;CACNA1C;ADCY6;GNAI1;ADCY5;GNAI2;MAPK8;SLC17A7;CACNA1S;NDUFV3;GABRE;NDUFV1;KCNJ3;MAPK3;GABRQ;NDUFA8;GNG12;MAPK14;MAPK12;MAPK13;GNAO1;GNB2;NAPEPLD
KEGG_2021_Human	Ras signaling pathway	84/232	9.348021e-01	9.999969e-01	0	0	8.208343e-01	5.534098e-02	FLT1;CALML5;FLT3;RASGRF1;PIK3CB;FGF3;IGF1R;RASSF1;FGF7;SYNGAP1;GNGT2;FGF9;AKT2;RASSF5;AKT3;AKT1;PLCE1;RAC3;RAC1;PRKACA;HRAS;PRKCG;RALBP1;MAP2K2;KSR1;PLA2G4D;GAB1;FLT3LG;RRAS2;GAB2;KSR2;PGF;PIK3CA;RASA3;RASA1;KIT;RASA2;RIN1;RAPGEF5;RAF1;SOS1;MET;EXOC2;EPHA2;ARF6;SHC3;RALB;PDGFA;TGFA;RASAL2;PLA2G6;EFNA5;RASGRP1;GRIN2A;NRAS;MAPK8;PLCG2;ABL1;PAK6;PLCG1;RALGDS;PAK2;PAK4;MAPK3;NTRK2;PLA2G2C;INSR;VEGFB;PTPN11;GNG12;NFKB1;GRIN1;EFNA1;EFNA3;FGF19;GNB2;FGF18;CALM3;GRB2;CALM1;CALM2;RGL2;FGFR2;BCL2L1
KEGG_2021_Human	Ovarian steroidogenesis	16/51	9.373816e-01	9.999969e-01	0	0	6.619568e-01	4.280530e-02	SCARB1;PLA2G4D;INSR;ADCY4;ADCY3;ADCY2;CYP19A1;ADCY6;BMP6;IGF1R;ADCY5;ADCY9;ACOT2;GNAS;PRKACA;LDLR
KEGG_2021_Human	Phototransduction	8/28	9.376256e-01	9.999969e-01	0	0	5.793797e-01	3.731470e-02	GRK1;GUCY2D;CALML5;CALM3;PDE6A;CALM1;RGS9;CALM2
KEGG_2021_Human	Histidine metabolism	6/22	9.379351e-01	9.999969e-01	0	0	5.432191e-01	3.480653e-02	ALDH3A2;ALDH3B2;CARNMT1;MAOA;ALDH3B1;FTCD
KEGG_2021_Human	Glycosaminoglycan degradation	5/19	9.395772e-01	9.999969e-01	0	0	5.173757e-01	3.224560e-02	HGSNAT;GLB1;HYAL2;IDS;GUSB
KEGG_2021_Human	Shigellosis	89/246	9.410285e-01	9.999969e-01	0	0	8.197143e-01	4.982378e-02	ITGB1;CALCOCO2;ARPC1B;UBE2D2;WASL;PIK3CB;ACTB;HK2;HK1;RPTOR;RPS6KA5;CAPNS1;AKT2;AKT3;AKT1;PLCE1;RAC1;BTRC;SKP1;H3-3B;CAST;GABARAPL2;H3C8;FNBP1;RIPK2;ACTN1;PRKCE;WIPI1;WIPI2;MYL5;PLCB4;CTTN;PIK3CA;RRAGB;MYL2;AKT1S1;UBE2V2;PFN4;ELMO2;PRKCQ;RBCK1;TLN1;PLCB1;TLR5;SQSTM1;PPID;ARF6;SRC;ITPR1;FOXO6;ITPR2;ITPR3;NOD1;FOXO3;MYL12A;FOXO1;CYTH3;CYTH2;ACTR3C;MAPK8;SHARPIN;UBB;PLCG2;MYL10;PLCG1;MAPK3;SEPTIN2;CBX3;ARPC5;SEPTIN9;MAPK14;PTK2;NFKB1;MAPK12;SEPTIN8;MAPK13;NFKBIA;DIAPH1;STING1;ARPC2;RPS6KB1;ATG16L1;UBE2N;CYCS;TAB1;PLCD3;TECPR1;BCAR1;BCL2L1
KEGG_2021_Human	Hypertrophic cardiomyopathy	30/90	9.416180e-01	9.999969e-01	0	0	7.237246e-01	4.353607e-02	ITGB1;ITGB5;ITGB4;PRKAG2;CACNA1D;CACNA1C;ACTB;PRKAG3;SLC8A2;SGCA;SGCB;LMNA;DAG1;ITGB6;CACNA1S;EMD;CACNG4;CACNG5;MYBPC3;EDN1;PRKAB2;TPM4;ITGA3;TPM3;TPM1;CACNB3;CACNB4;MYL2;TNNT2;ITGA9
