Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	43/106	5.586105e-01	9.999969e-01	0	0	9.892708e-01	5.760552e-01	ITPR1;ADCY4;LRP5;ITPR2;ADCY3;ITPR3;ARRB1;ADCY2;GATA3;ARRB2;ADCY6;GNAI1;ADCY5;GNAI2;LRP6;GNA13;AKAP13;RXRA;CREB3L3;GNA12;PDE4A;PRKACA;MEF2D;MAPK3;MEF2A;PRKCG;VDR;PDE4D;BRAF;FOS;NR4A2;ADCY9;CREB1;PLCB4;CYP24A1;MMP16;SP1;MMP17;GNAS;ARHGEF1;RAF1;PLCB1;ATF4
KEGG_2021_Human	Renin secretion	28/69	5.622558e-01	9.999969e-01	0	0	9.898536e-01	5.699561e-01	CALML5;PDE1A;PDE3B;ITPR1;ITPR2;CACNA1D;ITPR3;CACNA1C;ADCY6;GNAI1;AQP1;ADCY5;GNAI2;ADORA1;CACNA1S;PRKACA;CTSB;EDN1;EDN2;EDN3;CREB1;PLCB4;GNAS;ORAI1;CALM3;PLCB1;CALM1;CALM2
KEGG_2021_Human	Fatty acid elongation	11/27	5.763214e-01	9.999969e-01	0	0	9.965124e-01	5.491678e-01	HADHB;ACOT7;MECR;ELOVL5;ELOVL2;TECR;ACOT2;PPT1;THEM4;ELOVL7;HACD2
KEGG_2021_Human	Terpenoid backbone biosynthesis	9/22	5.773729e-01	9.999969e-01	0	0	1.003490e+00	5.511836e-01	FDPS;MVK;FNTA;PDSS2;HMGCR;HMGCS2;RCE1;ZMPSTE24;PCYOX1
KEGG_2021_Human	Platelet activation	50/124	5.793973e-01	9.999969e-01	0	0	9.792510e-01	5.344427e-01	ITGB1;SNAP23;PIK3CB;ACTB;ARHGAP35;MYLK;AKT2;AKT3;AKT1;PRKACA;PRKCI;PPP1R12A;PLA2G4D;ADCY9;PLCB4;STIM1;PIK3CA;ORAI1;ARHGEF1;TLN1;PLCB1;SRC;ITPR1;ADCY4;ITPR2;ADCY3;ITPR3;ADCY2;PRKCZ;RASGRP1;MYL12A;ADCY6;GNAI1;ADCY5;GNAI2;GNA13;TBXA2R;P2RY1;PLCG2;MAPK3;LYN;NOS3;GP6;MAPK14;MAPK12;MAPK13;COL1A1;TBXAS1;GNAS;FERMT3
KEGG_2021_Human	Non-small cell lung cancer	29/72	5.821833e-01	9.999969e-01	0	0	9.774759e-01	5.287850e-01	RET;TGFA;PIK3CB;FOXO3;FHIT;CASP9;RASSF1;NRAS;RXRA;AKT2;RASSF5;AKT3;PLCG2;AKT1;PLCG1;HRAS;MAPK3;PRKCG;MAP2K2;STAT3;BRAF;DDB2;GADD45G;PIK3CA;CDK4;GRB2;RAF1;SOS1;MET
KEGG_2021_Human	Long-term depression	24/60	6.001979e-01	9.999969e-01	0	0	9.662204e-01	4.932515e-01	RYR1;PRKCG;LYN;MAP2K2;PLA2G4D;ITPR1;CACNA1A;ITPR2;ITPR3;BRAF;GNAI1;IGF1R;GNAI2;GNA13;GNAO1;NRAS;PLCB4;GNA12;CRH;GNAS;PLCB1;RAF1;HRAS;MAPK3
KEGG_2021_Human	Basal transcription factors	18/45	6.007736e-01	9.999969e-01	0	0	9.662452e-01	4.923378e-01	GTF2A2;TBP;CCNH;TAF13;TAF11;GTF2F2;TBPL2;TAF8;TBPL1;GTF2IRD1;TAF6;TAF5;TAF9B;MNAT1;TAF4;TAF3;TAF2;GTF2I
KEGG_2021_Human	Glioma	30/75	6.011529e-01	9.999969e-01	0	0	9.661955e-01	4.917027e-01	CAMK2B;SHC3;CALML5;PTEN;PDGFA;TGFA;PIK3CB;IGF1R;NRAS;AKT2;AKT3;PLCG2;AKT1;PLCG1;HRAS;CAMK2G;MAPK3;PRKCG;MAP2K2;BRAF;DDB2;GADD45G;PIK3CA;CDK4;CALM3;GRB2;RAF1;SOS1;CALM1;CALM2
KEGG_2021_Human	Choline metabolism in cancer	39/98	6.197655e-01	9.999969e-01	0	0	9.579296e-01	4.582870e-01	SLC22A4;DGKE;SLC44A1;SLC44A2;DGKA;WAS;PDGFA;PIK3CB;HIF1A;MAPK8;NRAS;AKT2;AKT3;AKT1;RAC3;PLCG1;RAC1;RALGDS;HRAS;MAPK3;PRKCG;MAP2K2;PCYT1A;PLA2G4D;TSC1;FOS;DGKZ;PIK3CA;RPS6KB1;RHEB;SP1;DGKQ;GRB2;CHPT1;RAF1;SOS1;PLPP2;DGKI;DGKH
KEGG_2021_Human	Base excision repair	13/33	6.308490e-01	9.999969e-01	0	0	9.420694e-01	4.340008e-01	PCNA;PARP4;LIG1;PARP1;OGG1;UNG;POLD3;POLE4;SMUG1;NEIL3;NTHL1;POLE;MUTYH
KEGG_2021_Human	SNARE interactions in vesicular transport	13/33	6.308490e-01	9.999969e-01	0	0	9.420694e-01	4.340008e-01	STX17;STX16;STX8;SNAP23;STX18;STX7;STX11;BNIP1;STX6;STX3;SEC22B;VAMP4;VAMP3
KEGG_2021_Human	Melanogenesis	40/101	6.353625e-01	9.999969e-01	0	0	9.502346e-01	4.309880e-01	CAMK2B;WNT2B;CALML5;ADCY4;ADCY3;ADCY2;FZD10;ADCY6;GNAI1;ADCY5;GNAI2;NRAS;CREB3L3;DVL2;PRKACA;HRAS;CAMK2G;MAPK3;PRKCG;CREBBP;EDN1;TCF7L1;MAP2K2;FZD2;FZD7;FZD6;MITF;GNAO1;ADCY9;MC1R;CREB1;PLCB4;KIT;GNAS;CTNNB1;CALM3;RAF1;CALM1;PLCB1;CALM2
KEGG_2021_Human	Chronic myeloid leukemia	30/76	6.369970e-01	9.999969e-01	0	0	9.451110e-01	4.262359e-01	HDAC2;CDKN1B;SHC3;PIK3CB;NRAS;MECOM;AKT2;MYC;AKT3;ABL1;AKT1;HRAS;MAPK3;MAP2K2;SMAD3;BRAF;PTPN11;GAB2;TGFBR1;NFKB1;DDB2;RUNX1;GADD45G;NFKBIA;PIK3CA;CDK4;GRB2;RAF1;SOS1;BCL2L1
KEGG_2021_Human	Gastric acid secretion	30/76	6.369970e-01	9.999969e-01	0	0	9.451110e-01	4.262359e-01	CAMK2B;CALML5;ADCY4;ITPR1;ADCY3;ITPR2;ADCY2;ITPR3;ATP1A1;ACTB;ADCY6;GNAI1;MYLK;ADCY5;GNAI2;SLC9A1;PRKACA;CAMK2G;PRKCG;ATP1B1;SLC9A4;ADCY9;PLCB4;GNAS;SLC26A7;CALM3;PLCB1;CALM1;CALM2;KCNK2
KEGG_2021_Human	Cellular senescence	62/156	6.380148e-01	9.999969e-01	0	0	9.557033e-01	4.294872e-01	LIN54;CALML5;PTEN;PIK3CB;CCND3;AKT2;MYC;RASSF5;AKT3;AKT1;NBN;BTRC;HRAS;MAP2K3;MAP2K2;HLA-C;HUS1;RRAS2;TSC1;HLA-F;SIRT1;TGFBR1;CCNA2;PIK3CA;CCNE1;VDAC2;RAF1;SQSTM1;PPID;ITPR1;ITPR2;CACNA1D;GATA4;ITPR3;LIN9;FOXO3;FOXO1;ZFP36L2;ZFP36L1;CCNB1;NRAS;RBBP4;TRPM7;MAPK3;SMAD2;SMAD3;NFATC2;MAPK14;NFKB1;MAPK12;GADD45G;NFATC4;MAPK13;CDK4;RHEB;CALM3;RAD1;CALM1;RAD9B;CALM2;ATR;RAD9A
KEGG_2021_Human	Type II diabetes mellitus	18/46	6.464415e-01	9.999969e-01	0	0	9.316576e-01	4.064567e-01	IRS1;INSR;PRKCE;CACNA1B;CACNA1A;CACNA1D;CACNA1C;PIK3CB;CACNA1E;PRKCZ;HK2;HK1;MAPK8;SOCS1;PKM;PIK3CA;SOCS4;MAPK3
KEGG_2021_Human	Relaxin signaling pathway	51/129	6.495434e-01	9.999969e-01	0	0	9.474081e-01	4.087930e-01	ARRB1;ARRB2;PIK3CB;RXFP2;GNGT2;CREB3L3;AKT2;AKT3;AKT1;PRKACA;HRAS;EDN1;MAP2K2;FOS;MMP9;TGFBR1;ADCY9;CREB1;PLCB4;PIK3CA;RAF1;PLCB1;SOS1;ATF4;SHC3;SRC;ADCY4;ADCY3;ADCY2;PRKCZ;ADCY6;GNAI1;ADCY5;GNAI2;MAPK8;NRAS;MAPK3;SMAD2;NOS3;VEGFB;GNG12;MAPK14;NFKB1;MAPK12;MAPK13;COL1A1;GNAO1;NFKBIA;GNB2;GNAS;GRB2
KEGG_2021_Human	Bladder cancer	16/41	6.498119e-01	9.999969e-01	0	0	9.275248e-01	3.998303e-01	MAP2K2;SRC;DAPK2;DAPK3;BRAF;THBS1;MMP9;NRAS;RASSF1;RPS6KA5;CDH1;CDK4;MYC;RAF1;HRAS;MAPK3
KEGG_2021_Human	Homologous recombination	16/41	6.498119e-01	9.999969e-01	0	0	9.275248e-01	3.998303e-01	TOP3B;BLM;ABRAXAS1;XRCC2;RPA2;PALB2;RAD54B;POLD3;RAD51B;RAD52;SEM1;BRIP1;RAD51C;UIMC1;RAD54L;NBN
KEGG_2021_Human	Mucin type O-glycan biosynthesis	14/36	6.541773e-01	9.999969e-01	0	0	9.222627e-01	3.913870e-01	GALNT6;ST6GALNAC1;ST6GALNAC2;GALNT4;GALNT17;GCNT1;GALNT10;C1GALT1C1;B3GNT6;GALNTL6;C1GALT1C1L;ST3GAL1;ST6GALNAC4;GALNT9
KEGG_2021_Human	Glucagon signaling pathway	42/107	6.646877e-01	9.999969e-01	0	0	9.362589e-01	3.824037e-01	CAMK2B;PYGB;CRTC2;CALML5;PDE3B;ITPR1;SLC2A1;ITPR2;PRKAG2;ITPR3;ADCY2;PYGL;FOXO1;PRKAG3;LDHA;PPP4C;CREB3L3;AKT2;AKT3;AKT1;PRKACA;CAMK2G;PCK2;CPT1A;PRKAB2;CREBBP;GCGR;PHKB;PPP4R3B;CPT1C;SIRT1;CREB1;PKM;PLCB4;GNAS;CALM3;CALM1;PLCB1;CALM2;PFKM;PFKP;ATF4
KEGG_2021_Human	Prostate cancer	38/97	6.662123e-01	9.999969e-01	0	0	9.332524e-01	3.790375e-01	CDKN1B;HSP90AB1;GSTP1;PTEN;PDGFA;TGFA;TMPRSS2;PIK3CB;FOXO1;IGF1R;HSP90B1;CASP9;NRAS;CREB3L3;AKT2;AKT3;AKT1;HRAS;MAPK3;CREBBP;HSP90AA1;TCF7L1;MAP2K2;BRAF;MMP9;NFKB1;ETV5;NFKBIA;CREB1;SPINT1;PIK3CA;CCNE1;CTNNB1;GRB2;RAF1;SOS1;FGFR2;ATF4
KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	10/26	6.677509e-01	9.999969e-01	0	0	9.058093e-01	3.658021e-01	PIGU;PIGT;PIGQ;PIGK;PIGM;MPPE1;PIGL;PIGG;PIGF;PIGH
KEGG_2021_Human	Long-term potentiation	26/67	6.753730e-01	9.999969e-01	0	0	9.189239e-01	3.606686e-01	CAMK2B;CALML5;ITPR1;ITPR2;ITPR3;CACNA1C;RPS6KA3;RPS6KA6;GRIN2A;NRAS;PRKACA;HRAS;CAMK2G;MAPK3;PRKCG;CREBBP;MAP2K2;BRAF;GRIN1;PLCB4;CALM3;PLCB1;RAF1;CALM1;CALM2;ATF4
KEGG_2021_Human	D-Glutamine and D-glutamate metabolism	2/5	6.771737e-01	9.999969e-01	0	0	9.663114e-01	3.766948e-01	DGLUCY;GLS
KEGG_2021_Human	Neomycin, kanamycin and gentamicin biosynthesis	2/5	6.771737e-01	9.999969e-01	0	0	9.663114e-01	3.766948e-01	HK2;HK1
KEGG_2021_Human	Phospholipase D signaling pathway	58/148	6.866011e-01	9.999969e-01	0	0	9.336376e-01	3.510495e-01	DGKE;DGKA;PIK3CB;GRM4;GRM7;AKT2;AKT3;GRM8;AKT1;HRAS;MAP2K2;PLA2G4D;SPHK2;SPHK1;GAB1;RRAS2;TSC1;GAB2;DGKZ;DNM2;DNM3;ADCY9;PLCB4;PIK3CA;DGKQ;KIT;RAF1;PLCB1;SOS1;PLPP2;DGKI;DGKH;ARF6;RAPGEF4;SHC3;RALB;ADCY4;PDGFA;ADCY3;ADCY2;AGPAT2;ADCY6;ADCY5;CYTH3;GNA13;CYTH2;NRAS;GNA12;PLCG2;PTK2B;PLCG1;RALGDS;MAPK3;INSR;PTPN11;RHEB;GNAS;GRB2
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	14/37	7.016281e-01	9.999969e-01	0	0	8.820897e-01	3.125700e-01	PRKCG;IRS1;INSR;ATP1A1;PIK3CB;ATP1B1;NR3C2;HSD11B2;FXYD4;PIK3CA;SCNN1B;SCNN1A;SGK1;MAPK3
KEGG_2021_Human	Regulation of lipolysis in adipocytes	21/55	7.019730e-01	9.999969e-01	0	0	8.949967e-01	3.167038e-01	IRS1;INSR;PDE3B;NPY1R;ADCY4;ADCY3;ADCY2;PIK3CB;ABHD5;ADCY6;GNAI1;ADCY5;GNAI2;ADCY9;PIK3CA;AKT2;AKT3;ADORA1;GNAS;AKT1;PRKACA
KEGG_2021_Human	Fluid shear stress and atherosclerosis	54/139	7.117169e-01	9.999969e-01	0	0	9.203188e-01	3.129774e-01	BMPR2;HSP90AB1;CALML5;KEAP1;PIK3CB;ACTB;TXN2;NPPC;CTSL;AKT2;AKT3;AKT1;RAC3;RAC1;MAP3K5;ACVR1;MEF2A;PIAS4;EDN1;HSP90AA1;GSTO2;FOS;MMP9;PIK3CA;SQSTM1;SDC4;SRC;MGST3;SDC2;GSTP1;MGST1;PDGFA;TXN;PRKCZ;HSP90B1;MAPK8;GPC1;NQO1;GSTM2;CAV3;NOS3;CAV1;MAPK14;NFKB1;PTK2;MAPK12;MAPK13;GSTA3;SDC1;CTNNB1;CALM3;CALM1;CALM2;NFE2L2
KEGG_2021_Human	Morphine addiction	35/91	7.128850e-01	9.999969e-01	0	0	9.055197e-01	3.064598e-01	PDE1A;PDE3B;ADCY4;CACNA1B;ADCY3;CACNA1A;ARRB1;ADCY2;ARRB2;ADCY6;GNAI1;ADCY5;GNAI2;GNGT2;GRK2;GRK5;GRK4;GRK6;ADORA1;PDE4A;PRKACA;GABRE;PDE8A;KCNJ3;PRKCG;GABRQ;GABBR1;PDE4D;PDE2A;GNG12;GNAO1;ADCY9;GNB2;GNAS;PDE7A
KEGG_2021_Human	Glutamatergic synapse	44/114	7.179913e-01	9.999969e-01	0	0	9.106197e-01	3.016863e-01	GRIK5;SLC1A1;ITPR1;SLC1A2;ADCY4;CACNA1A;ITPR2;ADCY3;CACNA1D;ITPR3;ADCY2;CACNA1C;ADCY6;GNAI1;GLS;ADCY5;GNAI2;GRIN2A;GRK2;GNGT2;GRM4;GRM7;GRM8;SLC17A7;PRKACA;GLUL;SLC38A2;KCNJ3;MAPK3;PRKCG;SLC38A1;HOMER1;PLA2G4D;GNG12;GRIN1;GNAO1;ADCY9;PLCB4;DLG4;GNB2;GNAS;PLCB1;SHANK2;SHANK1
KEGG_2021_Human	Collecting duct acid secretion	10/27	7.215329e-01	9.999969e-01	0	0	8.524543e-01	2.782218e-01	ATP6V1G1;ATP6V0A2;TCIRG1;ATP6V0D1;ATP6V1D;SLC12A7;ATP6V0C;ATP6V0D2;ATP6V1C1;ATP6V1B1
KEGG_2021_Human	Ubiquinone and other terpenoid-quinone biosynthesis	4/11	7.229469e-01	9.999969e-01	0	0	8.281898e-01	2.686809e-01	NQO1;GGCX;COQ7;COQ6
KEGG_2021_Human	Glycosaminoglycan biosynthesis	20/53	7.230385e-01	9.999969e-01	0	0	8.781740e-01	2.847855e-01	CHPF;CHPF2;B3GAT3;B3GALT6;HS3ST5;HS6ST1;FUT8;CHST11;CHSY1;CHST12;DSE;NDST3;UST;CHST15;B3GNT2;CHST14;B4GALT7;ST3GAL1;B4GALT4;CHST3
KEGG_2021_Human	Insulin signaling pathway	53/137	7.239665e-01	9.999969e-01	0	0	9.139943e-01	2.952295e-01	PYGB;CALML5;IRS1;PDE3B;INPPL1;PRKAG2;PIK3CB;PYGL;HK2;PRKAG3;PTPRF;HK1;RPTOR;AKT2;AKT3;AKT1;FLOT2;PRKACA;HRAS;SREBF1;PRKAB2;PRKCI;MAP2K2;TSC1;PPP1R3C;PRKAR1B;PIK3CA;PPP1R3E;RAPGEF1;RAF1;EIF4E2;SOS1;SHC3;PPP1R3A;PRKCZ;FOXO1;MAPK8;NRAS;INPP5A;SOCS1;EIF4E;SOCS4;PCK2;MAPK3;INSR;BRAF;PHKB;RPS6KB1;RHEB;CALM3;GRB2;CALM1;CALM2
KEGG_2021_Human	Circadian entrainment	37/97	7.382440e-01	9.999969e-01	0	0	8.933625e-01	2.711185e-01	RYR1;CAMK2B;CALML5;ITPR1;ADCY4;ADCY3;CACNA1D;ITPR3;ADCY2;CACNA1C;CACNA1H;ADCY6;GNAI1;ADCY5;GNAI2;GRIN2A;RPS6KA5;GNGT2;PRKACA;CAMK2G;KCNJ3;MAPK3;PRKCG;FOS;GNG12;GRIN1;GNAO1;PER2;ADCY9;CREB1;PLCB4;GNB2;GNAS;CALM3;CALM1;PLCB1;CALM2
KEGG_2021_Human	Hepatocellular carcinoma	65/168	7.392711e-01	9.999969e-01	0	0	9.140357e-01	2.761216e-01	WNT2B;PTEN;KEAP1;FZD10;PIK3CB;ACTB;IGF1R;FRAT1;FRAT2;AKT2;MYC;AKT3;DPF1;AKT1;DPF3;HRAS;PRKCG;APC2;PBRM1;MAP2K2;GSTO2;ACTL6A;AXIN1;GAB1;ARID1A;TGFBR1;DDB2;PIK3CA;RAF1;SOS1;MET;SMARCD2;SHC3;MGST3;GSTP1;MGST1;LRP5;TGFA;LRP6;NRAS;DVL2;PLCG2;PLCG1;MAPK3;SMAD2;NQO1;GSTM2;TCF7L1;FZD2;SMAD3;TXNRD3;CSNK1A1;FZD7;TXNRD1;FZD6;BRAF;GADD45G;SMARCA4;RPS6KB1;CDK4;GSTA3;CTNNB1;GRB2;BCL2L1;NFE2L2
KEGG_2021_Human	Citrate cycle (TCA cycle)	11/30	7.394738e-01	9.999969e-01	0	0	8.389554e-01	2.532105e-01	CS;PC;IDH3G;IDH1;IDH2;IDH3B;DLST;SUCLG1;DLAT;DLD;PCK2
KEGG_2021_Human	Pentose phosphate pathway	11/30	7.394738e-01	9.999969e-01	0	0	8.389554e-01	2.532105e-01	G6PD;RPEL1;RPE;PGM2;ALDOC;ALDOB;PGD;ALDOA;TKT;PFKM;PFKP
KEGG_2021_Human	AMPK signaling pathway	46/120	7.410540e-01	9.999969e-01	0	0	9.004670e-01	2.698536e-01	CRTC2;PFKFB3;CAB39;IRS1;PRKAG2;PIK3CB;HMGCR;ADIPOR1;FOXO3;ADIPOR2;FOXO1;PRKAG3;IGF1R;RPTOR;STK11;EEF2K;CREB3L3;PPP2R3C;AKT2;AKT3;AKT1;CD36;RAB8A;PCK2;SREBF1;CPT1A;PRKAB2;STRADA;INSR;TSC1;CPT1C;SIRT1;CCNA2;CREB1;PIK3CA;PPP2R2C;RAB14;RPS6KB1;RHEB;SCD;AKT1S1;PPP2R2D;ULK1;PPARG;PFKM;PFKP
KEGG_2021_Human	Spinocerebellar ataxia	55/143	7.451580e-01	9.999969e-01	0	0	9.052867e-01	2.662982e-01	RYR1;PIK3CB;RBPJ;PSMD6;KAT5;PSMD4;AKT2;RB1CC1;AKT3;PSMD3;AKT1;CIC;MAP3K5;PRKCG;TBP;WIPI1;WIPI2;ATG13;ATXN2L;ERN1;PSMA5;AFG3L2;PSMA6;PSMA3;PLCB4;PIK3CA;PSMA1;TBPL2;PPIF;TBPL1;ULK2;VDAC2;ULK1;PLCB1;RBPJL;PSMD12;ITPR1;CACNA1A;ITPR2;ITPR3;PSMB7;ATXN2;GRIN2A;MAPK8;ATG101;NRBF2;SPTBN2;GRIN1;SEM1;PSMC3;SP1;PSMC4;PSMC2;ATG2A;CYCS
KEGG_2021_Human	Fructose and mannose metabolism	12/33	7.556651e-01	9.999969e-01	0	0	8.280212e-01	2.319759e-01	TIGAR;PFKFB3;GMDS;MPI;PMM2;ALDOC;ALDOB;ALDOA;PFKM;HK2;PFKP;HK1
KEGG_2021_Human	DNA replication	13/36	7.703830e-01	9.999969e-01	0	0	8.189828e-01	2.136459e-01	RNASEH2B;RFC3;PCNA;RFC4;MCM7;LIG1;RFC2;RPA2;POLD3;POLE4;MCM3;MCM4;POLE
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	26/70	7.721642e-01	9.999969e-01	0	0	8.560522e-01	2.213392e-01	IGSF5;SRC;NOD1;TCIRG1;MAPK8;ATP6V0A2;PLCG2;ATP6V1H;RAC1;PLCG1;ATP6V1D;ATP6V1C1;LYN;ATP6V1G1;ATP6AP1;PTPN11;MAPK14;MAPK12;NFKB1;MAPK13;NFKBIA;ATP6V0D1;ATP6V0C;ATP6V0D2;MET;ATP6V1B1
KEGG_2021_Human	Phosphonate and phosphinate metabolism	2/6	7.793681e-01	9.999969e-01	0	0	7.246723e-01	1.806404e-01	PCYT1A;CHPT1
KEGG_2021_Human	p53 signaling pathway	27/73	7.836713e-01	9.999969e-01	0	0	8.502864e-01	2.072706e-01	STEAP3;PTEN;THBS1;BBC3;CASP9;PIDD1;CCND3;CCNB1;COP1;CASP8;SESN1;PERP;SESN2;SIVA1;TNFRSF10B;DDB2;GADD45G;TP53I3;RRM2B;CCNE1;CDK4;CCNG2;ADGRB1;CYCS;ATR;BCL2L1;TP73
KEGG_2021_Human	Mannose type O-glycan biosynthesis	8/23	7.870182e-01	9.999969e-01	0	0	7.728331e-01	1.850966e-01	B3GALNT2;POMT2;MGAT5B;POMT1;RXYLT1;POMGNT2;LARGE1;FKTN
KEGG_2021_Human	Mitophagy	25/68	7.889880e-01	9.999969e-01	0	0	8.422376e-01	1.996139e-01	USP15;CALCOCO2;CITED2;SRC;FOXO3;HIF1A;MAPK8;NRAS;UBB;MFN1;USP30;HRAS;TBC1D15;GABARAPL2;FIS1;TFE3;RRAS2;MITF;SP1;PGAM5;ULK1;RAB7B;SQSTM1;ATF4;BCL2L1
KEGG_2021_Human	Pancreatic cancer	28/76	7.944895e-01	9.999969e-01	0	0	8.449982e-01	1.943965e-01	RALB;TGFA;PIK3CB;CASP9;MAPK8;AKT2;AKT3;AKT1;RAC3;RAC1;RALGDS;MAPK3;SMAD2;RALBP1;SMAD3;STAT1;STAT3;BRAF;TGFBR1;NFKB1;DDB2;GADD45G;PIK3CA;RPS6KB1;CDK4;RAF1;ARHGEF6;BCL2L1
KEGG_2021_Human	Folate biosynthesis	9/26	7.994627e-01	9.999969e-01	0	0	7.671148e-01	1.716921e-01	DHFR2;GCH1;TH;PAH;FPGS;GGH;PCBD2;MOCS1;GPHN
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	36/97	8.015316e-01	9.999969e-01	0	0	8.547903e-01	1.891060e-01	ARPC1B;INPPL1;ASAP3;WAS;ASAP1;PIK3CB;PLA2G6;ACTR3C;AKT2;INPP5D;AKT3;CFL1;PLCG2;AKT1;PLCG1;RAC1;MAPK3;PRKCG;LYN;VAV3;PLA2G4D;SPHK2;PRKCE;SPHK1;ARPC5;GAB2;VAV1;DNM2;VAV2;ARPC2;PIK3CA;RPS6KB1;BIN1;RAF1;PLPP2;ARF6
KEGG_2021_Human	Lysosome	48/128	8.041188e-01	9.999969e-01	0	0	8.689171e-01	1.894311e-01	CD63;CLTC;CLTB;ABCB9;CTSV;TCIRG1;LITAF;GGA1;GM2A;AP1G1;CTSL;HYAL2;SMPD1;CLTCL1;NEU1;PSAP;AP1S2;ATP6V0A2;SLC17A5;ATP6V1H;CTSH;IDS;ACP2;AP3S2;AP1S3;ARSG;AGA;GUSB;CTSB;HGSNAT;MANBA;ATP6AP1;AP1B1;NAGA;AP3B1;AP4B1;AP3B2;SUMF1;PLA2G15;GALC;GNPTG;NPC2;GLB1;PPT1;ATP6V0D1;ATP6V0D2;ATP6V0C;LGMN
KEGG_2021_Human	Other glycan degradation	6/18	8.112007e-01	9.999969e-01	0	0	7.245373e-01	1.516020e-01	MANBA;GLB1;MAN2B2;NEU1;AGA;MAN2C1
KEGG_2021_Human	Proteoglycans in cancer	78/205	8.114613e-01	9.999969e-01	0	0	8.891728e-01	1.857647e-01	ITGB1;WNT2B;ITGB5;FZD10;PIK3CB;ACTB;IGF1R;SHH;CTSL;AKT2;MYC;AKT3;AKT1;PLCE1;RAC1;PRKACA;HRAS;PRKCG;VAV3;MAP2K2;PPP1R12A;GAB1;RRAS2;FRS2;NUDT16L1;ANK1;MMP9;VAV1;DCN;VAV2;CTTN;PIK3CA;ARHGEF1;RAF1;SOS1;MET;CAMK2B;CD63;SDC4;SRC;SDC2;ITPR1;ITPR2;ITPR3;HIF1A;THBS1;SLC9A1;NRAS;ERBB3;ERBB4;GPC1;PLCG2;FLNA;DROSHA;PLCG1;CAMK2G;EIF4B;MAPK3;SMAD2;FZD2;CAV3;FZD7;CAV1;PTCH1;FZD6;STAT3;BRAF;PTPN11;MAPK14;ESR1;PTK2;MAPK12;MAPK13;COL1A1;RPS6KB1;SDC1;CTNNB1;GRB2
KEGG_2021_Human	FoxO signaling pathway	49/131	8.124673e-01	9.999969e-01	0	0	8.653443e-01	1.797143e-01	CDKN1B;IRS1;PTEN;PRKAG2;PIK3CB;PRKAG3;IGF1R;STK11;AKT2;AKT3;AKT1;HRAS;GABARAPL2;PRKAB2;USP7;MAP2K2;SIRT1;TGFBR1;PIK3CA;SGK3;RAF1;SGK1;SOS1;FOXO6;FOXO3;NLK;FOXO1;CCNB1;MAPK8;NRAS;PCK2;MAPK3;PLK4;PLK3;CREBBP;SMAD3;HOMER1;INSR;PLK1;STAT3;BRAF;FBXO32;MAPK14;SOD2;MAPK12;GADD45G;MAPK13;CCNG2;GRB2
KEGG_2021_Human	Cholinergic synapse	42/113	8.126591e-01	9.999969e-01	0	0	8.567015e-01	1.777172e-01	CAMK2B;CACNA1B;ITPR1;ADCY4;CACNA1A;ITPR2;ADCY3;CACNA1D;ITPR3;ADCY2;CACNA1C;PIK3CB;ADCY6;GNAI1;ADCY5;GNAI2;NRAS;GNGT2;CREB3L3;AKT2;AKT3;AKT1;CACNA1S;PRKACA;HRAS;CAMK2G;KCNJ3;MAPK3;CHRNB2;PRKCG;CHRNB4;FOS;GNG12;GNAO1;ADCY9;CREB1;PLCB4;PIK3CA;GNB2;KCNQ5;PLCB1;ATF4
KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	17/48	8.181716e-01	9.999969e-01	0	0	7.944479e-01	1.594323e-01	GFPT2;MPI;PMM2;NPL;HK2;HK1;CHIT1;NANP;UGDH;UGP2;GNPDA1;NAGK;GMDS;GNPNAT1;PGM2;NANS;GNE
KEGG_2021_Human	Cushing syndrome	58/155	8.283043e-01	9.999969e-01	0	0	8.657454e-01	1.630845e-01	SCARB1;CDKN1B;WNT2B;ASH2L;FZD10;CREB3L3;WDR5;PRKACA;PDE8A;APC2;MAP2K2;AXIN1;ARNT;ADCY9;CREB1;PLCB4;ARMC5;CCNE1;CRH;ORAI1;PLCB1;ATF4;CAMK2B;KMT2D;KMT2A;ITPR1;ADCY4;ITPR2;ADCY3;CACNA1D;ITPR3;ADCY2;CACNA1C;CACNA1H;ADCY6;GNAI1;ADCY5;GNAI2;RBBP5;DVL2;CACNA1S;CAMK2G;LDLR;MAPK3;TCF7L1;FZD2;FZD7;FZD6;BRAF;PBX1;NR4A1;NCEH1;CDK4;SP1;GNAS;CTNNB1;KCNK2;KCNK3
